name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;557;0;672;3049;1414;3049;1437;0
header;288;101;288;140;1861;140;1861;101
A;1240;1109;1240;1113;1245;1113;1245;1109
A;669;1464;669;1464;670;1464;670;1464
A;1403;1824;1403;1829;1409;1829;1409;1824
A;1260;1828;1260;1828;1260;1828;1260;1828
B;742;2394;742;2421;760;2421;760;2394
A;863;2437;863;2467;892;2467;892;2437
A;741;2440;741;2466;758;2466;758;2440
B;741;2521;741;2549;758;2549;758;2521
A;1234;2631;1234;2632;1235;2632;1235;2631
B;904;2811;904;2830;916;2830;916;2811
